,Identifier,Start date,End date,Number of deaths,Incident,State
3854,IBD031578,2023-01-10,2023-01-10,1,Pastor's Corpse,Bayelsa
3855,IBD028083,2023-01-10,2023-01-10,8,Gunmen Kill 9,Plateau
3856,IBD028081,2023-01-10,2023-01-10,7,Auto Crash/Inferno,Delta
3857,IBD028091,2023-01-10,2023-01-10,1,ISWAP vs Boko Haram,Borno
3858,IBD028104,2023-01-10,2023-01-10,1,Assailants vs Consultant,Rivers
3859,IBD028090,2023-01-10,2023-01-10,1,ISWAP Kill 1,Borno
3860,IBD028085,2023-01-10,2023-01-10,1,Auto Crash,Ogun
3861,IBD028107,2023-01-10,2023-01-10,1,Men Behead Woman,Kogi
3862,IBD028282,2023-09-30,2023-09-30,70,Found Dead,Abia
3863,IBD028294,2023-09-30,2023-09-30,1,Boko Haram vs Police,Borno
3864,IBD028082,2023-09-30,2023-09-30,28,Fire Outbreak,Rivers
3865,IBD028159,2023-09-30,2023-09-30,2,Couple Found Dead,Delta
3866,IBD028097,2023-09-30,2023-09-30,1,Man Drowns,Ogun
3867,IBD028078,2023-09-30,2023-09-30,1,Banditry,Kaduna
3868,IBD028527,2023-09-30,2023-10-20,2,Robbery Attack,Ogun
3869,IBD028106,2023-09-29,2023-09-29,1,Auto Crash,Lagos
3870,IBD028087,2023-09-29,2023-01-10,2,ISWAP Kill 2,Borno
3871,IBD028101,2023-09-29,2023-09-29,1,Vigilante vs Okada Man,Niger
3872,IBD028073,2023-09-28,2023-09-28,1,Mob vs Commercial Driver,Plateau
3873,IBD028088,2023-09-28,2023-09-28,20,Army vs ISWAP,Borno
3874,IBD028077,2023-09-28,2023-09-28,1,Hotel Manager,Kwara
3875,IBD028142,2023-09-28,2023-09-28,1,Domestic Violence,Bauchi
3876,IBD028096,2023-09-28,2023-09-28,1,Undergraduate Student,Katsina
3877,IBD028066,2023-09-27,2023-09-27,1,Auto Crash,Ogun
3878,IBD028071,2023-09-27,2023-09-27,4,Police vs Kidnappers,Delta
3879,IBD028095,2023-09-27,2023-09-30,18,NAF vs Boko Haram,Borno
3880,IBD028072,2023-09-27,2023-09-27,4,Auto Crash,Osun
3881,IBD028075,2023-09-27,2023-09-27,1,Woman vs Stepson,Lagos
3882,IBD029811,2023-09-27,2023-09-27,1,Retired General,Imo
3883,IBD028069,2023-09-26,2023-09-26,1,Gunmen Attack,Kaduna
3884,IBD028067,2023-09-26,2023-09-26,6,Bandits Kill 6,Kaduna
3885,IBD028068,2023-09-26,2023-09-26,2,Gunmen Kill 2,Kwara
3886,IBD028084,2023-09-26,2023-09-26,1,Assailants vs Woman,(FCT) Abuja
3887,IBD028065,2023-09-26,2023-09-26,1,Woman vs Husband,Ondo
3888,IBD028062,2023-09-25,2023-09-25,5,Communal Clash,Edo
3889,IBD028074,2023-09-25,2023-09-25,1,Flood Disaster,Gombe
3890,IBD028070,2023-09-24,2023-09-24,2,Gunmen Attack,Edo
3891,IBD028060,2023-09-24,2023-09-24,1,Man Drowns,Kano
3892,IBD028054,2023-09-24,2023-09-24,20,Army vs Bandits,Sokoto
3893,IBD028064,2023-09-24,2023-09-24,1,Auto Crash,(FCT) Abuja
3894,IBD028050,2023-09-23,2023-09-23,5,Boko Haram Attack,Borno
3895,IBD028045,2023-09-23,2023-09-23,5,Army vs Bandits,Zamfara
3896,IBD028057,2023-09-23,2023-09-23,10,Boko Haram vs Farmers,Borno
3897,IBD028063,2023-09-23,2023-09-23,1,Man vs Neigbhour,Delta
3898,IBD028079,2023-09-23,2023-09-23,1,Man Kills Lady,Kaduna
3899,IBD028053,2023-09-23,2023-09-23,1,Gunmen vs Fulani Leader,Plateau
3900,IBD028047,2023-09-22,2023-09-22,1,Pastor Kills Young Lady,Delta
3901,IBD028049,2023-09-21,2023-09-21,2,Electrocusion,Lagos
3902,IBD028034,2023-09-21,2023-09-21,1,Gunmen vs Nursing Mother,Osun
3903,IBD028048,2023-09-21,2023-09-21,1,Assailants vs Man,Abia
3904,IBD028046,2023-09-21,2023-09-21,6,Gunmen vs Vigilantes,Edo
3905,IBD028061,2023-09-20,2023-09-20,1,Herdsmen vs Farmers,Nasarawa
3906,IBD028038,2023-09-20,2023-09-20,3,Gunmen Attack,Benue
3907,IBD028036,2023-09-20,2023-09-20,1,Security Operatives vs Kidnappers,Anambra
3908,IBD028037,2023-09-20,2023-09-20,23,Banditry,Kebbi
3909,IBD028042,2023-09-20,2023-09-20,2,Gunmen vs Police Officer,Enugu
3910,IBD028031,2023-09-20,2023-09-20,8,NAF vs Boko Terrorists,Borno
3911,IBD028165,2023-09-20,2023-09-20,1,Man vs Friend,Ondo
3912,IBD028026,2023-09-19,2023-09-19,9,Gunmen vs Security Operatives,Imo
3913,IBD028029,2023-09-19,2023-09-19,1,Man Dies Inside Well,Kano
3914,IBD028059,2023-09-19,2023-09-19,1,Herders Attack,Nasarawa
3915,IBD028033,2023-09-19,2023-09-19,1,Hunter vs Girl,Lagos
3916,IBD028011,2023-09-18,2023-09-18,1,Auto Crash,Anambra
3917,IBD028116,2023-09-18,2023-09-18,1,Man vs Friend,Imo
3918,IBD028058,2023-09-18,2023-09-19,2,Herders vs Farmers,Nasarawa
3919,IBD028020,2023-09-18,2023-09-18,3,Army vs Gunmen,Abia
3920,IBD028019,2023-09-18,2023-09-18,3,Security Operatives vs Gunmen,Enugu
3921,IBD028027,2023-09-18,2023-09-18,4,Police vs Kidnappers,Rivers
3922,IBD028025,2023-09-18,2023-09-18,1,Boy Dies,Lagos
3923,IBD028028,2023-09-17,2023-09-17,4,Bandits,Niger
3924,IBD028055,2023-09-17,2023-09-17,1,Herders vs Employer,Oyo
3925,IBD028009,2023-09-17,2023-09-17,5,Auto Crash,Ogun
3926,IBD028032,2023-09-17,2023-09-17,1,Doctor Dies,Lagos
3927,IBD028018,2023-09-17,2023-09-18,4,Flood Disaster,Plateau
3928,IBD028024,2023-09-17,2023-09-17,10,Banditry,Sokoto
3929,IBD028007,2023-09-17,2023-09-17,1,Communal Clash,Osun
3930,IBD028023,2023-09-17,2023-09-17,15,Banditry,Kebbi
3931,IBD028041,2023-09-16,2023-09-16,2,Boko Haram Kill Farmers,Borno
3932,IBD028006,2023-09-16,2023-09-16,1,Auto Crash,Kogi
3933,IBD028022,2023-09-16,2023-09-16,1,Gunmen vs Boy,(FCT) Abuja
3934,IBD028001,2023-09-16,2023-09-16,1,Assailant vs Man,Osun
3935,IBD028015,2023-09-16,2023-09-16,1,Auto Crash,Lagos
3936,IBD028021,2023-09-16,2023-09-16,1,Banditry,Kaduna
3937,IBD028040,2023-09-16,2023-09-16,1,Brothers vs Journalist,Zamfara
3938,IBD027996,2023-09-15,2023-09-15,3,Auto Crash,Ekiti
3939,IBD028003,2023-09-15,2023-09-15,1,Flooding,Lagos
3940,IBD030670,2023-09-15,2024-01-09,1,Police vs Man,Rivers
3941,IBD028005,2023-09-15,2023-09-15,2,Banditry,Kaduna
3942,IBD027997,2023-09-15,2023-09-15,5,Auto Crash,Anambra
3943,IBD028012,2023-09-15,2023-09-15,10,Police vs Kidnappers,Bauchi
3944,IBD027990,2023-09-14,2023-09-14,1,Man Kill Scavenger,(FCT) Abuja
3945,IBD027994,2023-09-14,2023-09-14,1,Cultist vs Student,Anambra
3946,IBD028000,2023-09-14,2023-09-14,1,Police vs IPOB/ESN,Ebonyi
3947,IBD027984,2023-09-14,2023-09-14,4,Gunmen Attack,Sokoto
3948,IBD028013,2023-09-14,2023-09-14,1,Complication,Lagos
3949,IBD027974,2023-09-13,2023-09-13,4,Auto Crash,(FCT) Abuja
3950,IBD027982,2023-09-13,2023-09-13,1,Assailants vs LP Chieftain,Abia
3951,IBD027986,2023-09-13,2023-09-13,3,Auto Crash,Kogi
3952,IBD027977,2023-09-13,2023-09-13,7,ISWAP vs Fishermen,Borno
3953,IBD028016,2023-09-13,2023-09-13,1,One Killed,Lagos
3954,IBD028017,2023-09-13,2023-09-17,16,Cult Killing,Ogun
3955,IBD028051,2023-12-09,2023-12-09,1,Man vs Wife,Borno
3956,IBD028030,2023-12-09,2023-12-09,4,Police vs Kidnappers,Delta
3957,IBD027978,2023-12-09,2023-12-09,1,Domestic Violence,Delta
3958,IBD027980,2023-12-09,2023-12-09,1,Flood Disaster,Lagos
3959,IBD027975,2023-12-09,2023-12-09,1,Farmers vs Herders,(FCT) Abuja
3960,IBD027987,2023-12-09,2023-12-09,1,Mysterious Death,Lagos
3961,IBD028008,2023-12-09,2023-12-09,1,Electrocution,Nasarawa
3962,IBD028014,2023-12-09,2023-12-09,1,Man vs Girlfriend,Lagos
3963,IBD027967,2023-12-09,2023-12-09,1,Gunmen vs Man,(FCT) Abuja
3964,IBD027966,2023-12-09,2023-12-09,1,Auto Crash,Lagos
3965,IBD027976,2023-12-09,2023-12-09,1,Electrocution,Anambra
3966,IBD027969,2023-12-09,2023-12-09,1,NURTW Factional Clash,(FCT) Abuja
3967,IBD027960,2023-11-09,2023-11-09,11,Boat Mishap,Adamawa
3968,IBD027955,2023-11-09,2023-11-09,11,Gunmen Attack,Plateau
3969,IBD027971,2023-11-09,2023-11-09,3,Herdsmen Attack,Enugu
3970,IBD027963,2023-11-09,2023-11-09,2,Police vs Kidnappers,Adamawa
3971,IBD027956,2023-11-09,2023-11-09,1,Gunmen vs Vigilante,Delta
3972,IBD027972,2023-11-09,2023-11-09,6,Banditry,Plateau
3973,IBD027965,2023-11-09,2023-11-09,30,NAF vs ISWAP,Borno
3974,IBD027981,2023-11-09,2023-11-09,1,Assailant vs Woman,Lagos
3975,IBD027988,2023-11-09,2023-11-09,1,Cultists vs Transport Worker,Lagos
3976,IBD027957,2023-11-09,2023-11-09,10,Communal Clash,Cross River
3977,IBD028035,2023-11-09,2023-11-09,1,Assailant vs Undergraduate,(FCT) Abuja
3978,IBD027962,2023-10-09,2023-10-09,1,Cult Killing,Edo
3979,IBD027943,2023-10-09,2023-10-09,2,Auto Crash,Ogun
3980,IBD027944,2023-10-09,2023-10-09,1,Auto Crash,Niger
3981,IBD027946,2023-10-09,2023-10-09,1,Corpse Found,Zamfara
3982,IBD027961,2023-10-09,2023-10-09,1,Cultists vs Man,Edo
3983,IBD027958,2023-10-09,2023-10-09,1,Residents vs Tailor,Lagos
3984,IBD027940,2023-10-09,2023-10-09,28,Boat Accident,Niger
3985,IBD027959,2023-10-09,2023-10-09,4,Cult Killing,Osun
3986,IBD027938,2023-10-09,2023-10-09,1,Domestic Violence,Gombe
3987,IBD027993,2023-10-09,2023-10-09,1,Gunmen Attack,Kaduna
3988,IBD027985,2023-10-09,2023-10-09,5,Auto Crash,Kogi
3989,IBD027942,2023-10-09,2023-10-09,1,Gunmen Attack,Taraba
3990,IBD027941,2023-09-09,2023-09-09,1,Security Operatives vs Kidnapper,Anambra
3991,IBD027948,2023-09-09,2023-09-09,1,Auto Crash,Kwara
3992,IBD027939,2023-09-09,2023-09-09,3,Gunmen vs Villagers,Enugu
3993,IBD027936,2023-09-09,2023-09-09,11,Boat Mishap,Adamawa
3994,IBD027952,2023-09-09,2023-09-09,2,Building Collapse,Ogun
3995,IBD027970,2023-09-09,2023-09-09,1,Auto Crash,Kogi
3996,IBD027945,2023-09-09,2023-09-09,1,Man vs Artisan,Edo
3997,IBD027953,2023-09-09,2023-09-09,1,Auto Crash,Ogun
3998,IBD027949,2023-09-09,2023-09-09,2,Banditry,Kebbi
3999,IBD028010,2023-09-09,2023-09-09,1,Student,Kwara
4001,IBD028039,2023-09-09,2023-09-09,6,Boko Haram Kill Farmers,Borno
4002,IBD028103,2023-09-09,2023-02-10,1,Policeman Kill Farmer,Akwa Ibom
4003,IBD027930,2023-08-09,2023-08-09,1,Electrocution,Niger
4004,IBD027932,2023-08-09,2023-08-09,2,Auto Crash,Ogun
4005,IBD027951,2023-08-09,2023-08-09,1,Taxi Driver Dies,Rivers
4006,IBD027937,2023-08-09,2023-08-09,1,Cultists Kill DPO,Rivers
4007,IBD027925,2023-07-09,2023-07-09,1,DSS vs Fashion Designer,(FCT) Abuja
4008,IBD027935,2023-07-09,2023-07-09,2,Gunmen vs Guards,Benue
4009,IBD027995,2023-07-09,2023-07-09,1,Gunmen vs PDP Chieftain,Osun
4010,IBD027933,2023-07-09,2023-07-09,1,Domestic Violence,Rivers
4011,IBD027931,2023-07-09,2023-07-09,1,Bandits Kill Seminarian,Kaduna
4012,IBD027954,2023-07-09,2023-07-09,1,Assailant vs Tricyclist,Taraba
4013,IBD027999,2023-07-09,2023-07-09,1,Gunmen vs Policeman,Rivers
4014,IBD028288,2023-07-09,2023-07-09,1,Terrorists Attack,Borno
4015,IBD027927,2023-05-09,2023-05-09,1,Assailants vs Student,Ekiti
4016,IBD027920,2023-05-09,2023-05-09,2,Auto Crash,Ogun
4017,IBD027922,2023-05-09,2023-05-09,1,Kidnappers Kill Director,Niger
4018,IBD027918,2023-05-09,2023-05-09,1,Well Dredger,Kwara
4019,IBD027929,2023-05-09,2023-05-09,1,Police vs Kidnapper,Adamawa
4020,IBD027983,2023-05-09,2023-05-09,1,Auto Crash,Katsina
4021,IBD027915,2023-05-09,2023-05-09,1,Police vs Driver,Lagos
4022,IBD027919,2023-05-09,2023-05-09,6,Auto Crash,Ondo
4023,IBD027907,2023-04-09,2023-04-09,1,Electrocution,Anambra
4024,IBD027998,2023-04-09,2023-04-09,1,Labourer vs Farmer,Ondo
4025,IBD027992,2023-04-09,2023-04-09,1,Corpse Found,Kaduna
4026,IBD027964,2023-04-09,2023-04-09,2,Boat Mishap,Adamawa
4027,IBD027903,2023-04-09,2023-04-09,1,Corpse Found,Kwara
4028,IBD028044,2023-04-09,2023-04-09,2,Boat Mishap,Nasarawa
4029,IBD027923,2023-04-09,2023-04-09,1,Army vs Boko Haram,Borno
4030,IBD027914,2023-04-09,2023-04-09,1,Police vs Robbers,Benue
4031,IBD028170,2023-03-09,2023-03-09,1,Gunmen Kill 1,Benue
4032,IBD027904,2023-03-09,2023-03-09,1,Gunmen vs Businesswoman ,Kwara
4033,IBD027905,2023-03-09,2023-03-09,12,Auto Crash,Kogi
4034,IBD027901,2023-03-09,2023-03-09,1,Gunmen Attack,Ekiti
4035,IBD027906,2023-03-09,2023-03-09,1,Cult Killing,Anambra
4036,IBD027902,2023-03-09,2023-03-09,3,Cult Killing,Kwara
4037,IBD027885,2023-03-09,2023-03-09,1,Police Cadet Dies,Kano
4038,IBD027912,2023-03-09,2023-03-09,1,Communal Clash,Rivers
4039,IBD027888,2023-03-09,2023-03-09,4,Auto Crash,Ogun
4040,IBD027916,2023-03-09,2023-03-09,3,Police vs Kidnappers,Enugu
4041,IBD027889,2023-02-09,2023-02-09,28,Police vs Kidnappers,Bauchi
4042,IBD027917,2023-02-09,2023-02-09,1,Footballer,Kwara
4043,IBD027886,2023-02-09,2023-02-09,6,Auto Crash,Osun
4044,IBD027890,2023-02-09,2023-02-09,3,Flood Disaster,Kebbi
4045,IBD027887,2023-02-09,2023-02-09,3,Building Collapse,Anambra
4046,IBD027891,2023-01-09,2023-01-09,1,Hoodlums vs Vigilante,Niger
4047,IBD027896,2023-01-09,2023-01-09,2,Auto Crash,Ondo
4048,IBD027895,2023-01-09,2023-01-09,1,Man Dies,Kwara
4049,IBD027894,2023-01-09,2023-01-09,7,Banditry,Kaduna
4050,IBD027892,2023-01-09,2023-01-09,4,Building Collapse,Enugu
4051,IBD027897,2023-01-09,2023-01-09,2,Police vs Suspected Kidnappers,Imo
4052,IBD027899,2023-01-09,2023-01-09,1,Auto Crash,(FCT) Abuja
4053,IBD028124,2023-01-09,2023-07-09,6,Inferno,Kano
4054,IBD028716,2023-01-09,2023-12-31,3,Motorcycle Riders,Niger
4055,IBD027926,2023-01-09,2023-07-09,30,Landslide,(FCT) Abuja
4056,IBD027973,2023-01-09,2023-01-09,1,Assailant vs Woman,Kaduna
4057,IBD028117,2023-01-09,2023-01-09,1,Man vs Relative,Imo
4058,IBD027872,2023-08-31,2023-08-31,5,Cult Killing,Edo
4059,IBD027893,2023-08-31,2023-08-31,1,Ritual Killing,Ogun
4060,IBD027866,2023-08-31,2023-08-31,1,Dog vs Baby,Osun
4061,IBD027876,2023-08-30,2023-08-30,1,Assailants vs Man,Anambra
4062,IBD027882,2023-08-30,2023-08-30,1,Baby in the Pit,Anambra
4063,IBD027913,2023-08-30,2023-08-30,2,Police vs Kidnappers,Rivers
4064,IBD027908,2023-08-30,2023-08-30,1,Flooding,Yobe
4065,IBD027881,2023-08-30,2023-08-30,2,Flood Disaster,Adamawa
4066,IBD027873,2023-08-30,2023-08-30,5,Cult Killing,Edo
4067,IBD027880,2023-08-30,2023-08-30,2,Flood Disaster,Adamawa
4068,IBD027870,2023-08-30,2023-09-30,1,Auto Crash,Lagos
4069,IBD027878,2023-08-30,2023-08-30,1,Friends,Ogun
4070,IBD027879,2023-08-30,2023-08-30,1,Flood Disaster,Adamawa
4071,IBD027874,2023-08-30,2023-08-30,1,Auto Crash,Niger
4072,IBD027934,2023-08-29,2023-08-29,1,Domestic Violence,Edo
4073,IBD027869,2023-08-29,2023-08-29,1,Man vs Father,Ogun
4074,IBD027868,2023-08-29,2023-08-29,1,Flood Disaster,Anambra
4075,IBD027991,2023-08-29,2023-08-29,1,Gunmen Attack,Kaduna
4076,IBD028287,2023-08-29,2023-08-29,1,Boko Haram vs Imam,Borno
4077,IBD027979,2023-08-29,2023-08-29,1,Domestic Violence,Adamawa
4078,IBD027865,2023-08-28,2023-08-28,1,Security Operatives vs Kidnapper,Kwara
4079,IBD027861,2023-08-28,2023-08-28,1,Masquerade Clash,Enugu
4080,IBD027862,2023-08-28,2023-08-28,1,Security Operatives vs Trader,Imo
4081,IBD027860,2023-08-28,2023-08-28,2,Church Members Drown,Ogun
4082,IBD027859,2023-08-28,2023-08-28,7,Building Collapse,Borno
4083,IBD027877,2023-08-28,2023-08-28,1,Food Poison,Kano
4084,IBD027910,2023-08-28,2023-04-08,1,Troops Kill kidnappers,Plateau
4085,IBD027871,2023-08-28,2023-08-28,1,Kidnappers vs Driver,Kogi
4086,IBD027989,2023-08-28,2023-08-28,1,Gunmen Attack,Kaduna
4087,IBD027863,2023-08-27,2023-08-27,1,Police vs Kidnappers,Ebonyi
4088,IBD027856,2023-08-27,2023-08-27,1,Auto Crash/Medical Negligence,Lagos
4089,IBD027854,2023-08-26,2023-08-26,1,Soldiers vs Man,Lagos
4090,IBD027843,2023-08-26,2023-08-26,2,Flood Disaster,Anambra
4091,IBD027837,2023-08-26,2023-08-26,1,Fulani Herdsmen Attack,Plateau
4092,IBD027838,2023-08-26,2023-08-26,1,Ritual Killing ,Ogun
4093,IBD027924,2023-08-26,2023-08-26,1,Hunter,Bayelsa
4094,IBD027841,2023-08-25,2023-08-25,1,Gunmen vs Police,Rivers
4095,IBD027857,2023-08-25,2023-08-25,2,Gunmen vs Youths,Rivers
4096,IBD027840,2023-08-25,2023-08-25,1,Assailants vs Police,Delta
4097,IBD027898,2023-08-25,2023-08-25,1,Couple vs Co-wife,Borno
4098,IBD027829,2023-08-24,2023-08-24,1,Robbers vs Army,Edo
4099,IBD027732,2023-08-24,2023-08-24,1,Auto Crash,Ogun
4100,IBD027830,2023-08-24,2023-08-24,12,Boat Mishap,Nasarawa
4101,IBD027828,2023-08-24,2023-08-24,2,Building Collapse,(FCT) Abuja
4102,IBD027839,2023-08-24,2023-08-24,1,Auto Crash,Imo
4103,IBD027842,2023-08-24,2023-08-24,1,Negligence,Ondo
4104,IBD027832,2023-08-24,2023-08-24,2,Bandits vs Customs Officers,Kebbi
4105,IBD027835,2023-08-24,2023-08-24,1,Assailants vs Woman ,Benue
4106,IBD027928,2023-08-23,2023-08-23,1,Man Kill Over Food,Lagos
4107,IBD027858,2023-08-23,2023-08-23,1,Man vs Creditor,Kebbi
4108,IBD027831,2023-08-23,2023-08-23,41,Boko Haram vs ISWAP,Borno
4109,IBD027825,2023-08-23,2023-08-23,1,Ritual Killing,Rivers
4110,IBD027833,2023-08-23,2023-08-23,1,Bandits vs Pastor,Kaduna
4111,IBD027821,2023-08-22,2023-08-22,1,Man Kill Son,Akwa Ibom
4112,IBD028093,2023-08-21,2023-08-21,33,Miners Killed,Plateau
4113,IBD027818,2023-08-21,2023-08-21,2,Babies,Benue
4114,IBD027814,2023-08-21,2023-08-21,2,Vigilante vs Kidnappers,Rivers
4115,IBD027815,2023-08-21,2023-08-21,5,Electrocution,Rivers
4116,IBD027850,2023-08-21,2023-08-21,1,Kidnappers vs Man,Osun
4117,IBD027813,2023-08-21,2023-08-21,1,Robbers Kill Man,Imo
4118,IBD027826,2023-08-21,2023-08-21,1,Man vs Lover,Edo
4119,IBD027795,2023-08-21,2023-08-21,2,Bandits vs Army,Zamfara
4120,IBD027819,2023-08-21,2023-08-22,6,Land Dispute,Benue
4121,IBD027845,2023-08-20,2023-08-20,1,Mob vs Armed Robber,Lagos
4122,IBD027811,2023-08-20,2023-08-20,1,Gunmen vs Livestock Guard Commander,Benue
4123,IBD027812,2023-08-20,2023-08-20,2,Robbers vs Retired Police Officer,Imo
4124,IBD027824,2023-08-20,2023-08-20,1,Soldiers vs IPOB/ESN,Imo
4125,IBD027804,2023-08-20,2023-08-20,1,Banditry,Katsina
4126,IBD027864,2023-08-20,2023-08-27,6,Mysterious Death,Enugu
4127,IBD027823,2023-08-20,2023-08-21,2,Police vs Kidnappers,Enugu
4128,IBD028002,2023-08-19,2023-08-19,2,Pregnancy Complication,(FCT) Abuja
4129,IBD029826,2023-08-19,2023-08-19,1,Gunmen Attack,Kaduna
4130,IBD027867,2023-08-19,2023-08-19,1,Ritual Killing,Bauchi
4131,IBD027801,2023-08-19,2023-08-19,3,Auto Crash,Osun
4132,IBD027822,2023-08-19,2023-08-19,1,Domestic Violence,Bauchi
4133,IBD028457,2023-08-19,2023-08-19,1,Auto Crash,Yobe
4134,IBD027798,2023-08-18,2023-08-18,1,Kidnap Suspect,Niger
4135,IBD027806,2023-08-18,2023-08-18,3,Banditry,Katsina
4136,IBD027799,2023-08-18,2023-08-18,1,Police Officer vs Tricycle Rider,Kogi
4137,IBD027803,2023-08-18,2023-08-18,1,Assailants vs Prison Official,Delta
4138,IBD027808,2023-08-18,2023-08-18,1,Flood Disaster,Cross River
4139,IBD027805,2023-08-18,2023-08-18,1,Banditry,Katsina
4140,IBD027797,2023-08-18,2023-08-18,1,NAF Jet Kills 1,Niger
4141,IBD027802,2023-08-17,2023-08-17,1,Soldiers vs Driver,Lagos
4142,IBD027796,2023-08-17,2023-08-17,1,Thunder Strike,Kwara
4143,IBD027794,2023-08-16,2023-08-16,1,Cult Killing,Delta
4144,IBD027790,2023-08-15,2023-08-15,3,Auto Crash,Ogun
4145,IBD030875,2023-08-15,2023-08-15,1,Medical Negligence,Lagos
4146,IBD027786,2023-08-15,2023-08-15,1,Gunmen Attack,Kaduna
4147,IBD027787,2023-08-15,2023-08-15,1,Oil Rig Collapse,Delta
4148,IBD027781,2023-08-15,2023-08-15,1,Auto Crash,Ogun
4149,IBD027780,2023-08-15,2023-08-15,1,Auto Crash,Ogun
4150,IBD027791,2023-08-15,2023-08-15,3,Auto Crash,Ogun
4151,IBD027783,2023-08-14,2023-08-14,3,Police vs Armed Robbers,Delta
4152,IBD027774,2023-08-14,2023-08-14,9,NAF Helicopter Crash,Niger
4153,IBD027767,2023-08-14,2023-08-14,2,Herdsmen Attack,Plateau
4154,IBD027777,2023-08-14,2023-08-14,1,Bandit Attack,Zamfara
4155,IBD027793,2023-08-14,2023-08-14,1,Domestic Violence,Lagos
4156,IBD027785,2023-08-14,2023-08-14,2,Army vs Armed Robbers,Kaduna
4157,IBD027789,2023-08-14,2023-08-14,1,Gunmen vs Pastor's Wife,Edo
4158,IBD027784,2023-08-14,2023-08-14,1,Vigilante Clash,Kogi
4159,IBD027766,2023-08-13,2023-08-13,2,Auto Crash,Akwa Ibom
4160,IBD027779,2023-08-13,2023-08-13,2,Gunmen Attack,Benue
4161,IBD027772,2023-08-13,2023-08-14,58,Banditry vs Soldiers,Niger
4162,IBD027775,2023-08-13,2023-08-13,6,Suspected Cultist Kills 6,Ogun
4163,IBD027745,2023-08-13,2023-08-13,1,Boko Haram Kill Farmer,Borno
4164,IBD027816,2023-12-08,2023-12-08,1,Sex Romp,Abia
4165,IBD027762,2023-12-08,2023-12-08,1,Tank Collapse,Edo
4166,IBD027778,2023-12-08,2023-12-08,1,Gunmen Attack,Bayelsa
4167,IBD027769,2023-12-08,2023-12-08,1,Ritual Killing,Ondo
4168,IBD027764,2023-12-08,2023-12-08,5,Auto Crash,Anambra
4169,IBD027761,2023-12-08,2023-12-08,1,Hoodlums vs man,Adamawa
4170,IBD027792,2023-12-08,2023-12-08,1,Man vs Wife,Edo
4171,IBD027771,2023-11-08,2023-11-08,1,Ritual Killing,Oyo
4172,IBD029522,2023-11-08,2023-11-08,1,Motorcyclist vs Policeman,Lagos
4173,IBD027750,2023-11-08,2023-11-08,3,Army vs Bandits ,Kaduna
4174,IBD027758,2023-11-08,2023-11-08,4,Communal Clash,Enugu
4175,IBD027763,2023-11-08,2023-11-08,3,Flood Disaster,Lagos
4176,IBD027744,2023-11-08,2023-11-08,10,Mosque Collapse,Kaduna
4177,IBD027834,2023-11-08,2023-11-08,2,Monarch Kills 2,Akwa Ibom
4178,IBD027755,2023-11-08,2023-11-08,2,Fulani herdsmen Attacks,Plateau
4179,IBD027807,2023-11-08,2023-11-08,2,Banditry,Niger
4180,IBD027752,2023-11-08,2023-11-08,2,Kidnappers Kill 2,Enugu
4181,IBD027749,2023-11-08,2023-11-08,3,Osun Osogbo Festival,Osun
4182,IBD027746,2023-11-08,2023-11-08,5,Gunmen Kill 5,Benue
4183,IBD027968,2023-10-08,2023-10-08,2,Ritual Killing,Bauchi
4184,IBD027735,2023-10-08,2023-10-08,21,Fulani Attack,Plateau
4185,IBD027765,2023-10-08,2023-10-08,1,Gunmen/Kidnappers,(FCT) Abuja
4186,IBD027751,2023-10-08,2023-10-08,3,Police vs IPOB/ESN,Enugu
4187,IBD027884,2023-10-08,2023-10-08,1,Man vs Lover,Lagos
4188,IBD027754,2023-09-08,2023-09-08,1,Kidnappers Kill Bricklayer,Jigawa
4189,IBD027737,2023-09-08,2023-09-08,2,Taskforce vs Drivers,Anambra
4190,IBD027726,2023-09-08,2023-09-08,1,Kidnappers vs Hunter,Edo
4191,IBD027768,2023-09-08,2023-09-08,2,Army vs Boko Haram,Borno
4192,IBD027788,2023-09-08,2023-08-16,100,Boko Haram vs ISWAP,Borno
4193,IBD027722,2023-09-08,2023-09-08,2,Auto Crash,Lagos
4194,IBD027753,2023-09-08,2023-09-08,1,Boy Killed,Jigawa
4195,IBD027728,2023-09-08,2023-09-08,1,Auto Crash,Ogun
4196,IBD027759,2023-09-08,2023-09-08,1,Hoodlums vs Islamic Scholar,Gombe
4197,IBD027729,2023-09-08,2023-09-08,2,Mob vs Armed Robber,Akwa Ibom
4198,IBD028338,2023-09-08,2023-09-08,1,Phone Snatchers vs Man,Gombe
4199,IBD028337,2023-09-08,2023-09-08,1,Phone Snatcher vs Woman,Gombe
4200,IBD027757,2023-08-08,2023-08-08,1,Kidnappers Kill Man,(FCT) Abuja
4201,IBD027731,2023-08-08,2023-08-08,1,Domestic Violence,Adamawa
4202,IBD027725,2023-08-08,2023-08-08,5,Auto Crash,Imo
4203,IBD027714,2023-08-08,2023-08-08,1,Auto Crash,(FCT) Abuja
4204,IBD027727,2023-08-08,2023-08-08,3,Bandits Kill 3,Taraba
4205,IBD027718,2023-08-08,2023-08-08,2,Kidnappers,Osun
4206,IBD027747,2023-08-08,2023-08-08,2,Gunmen vs Soldiers,Rivers
4207,IBD027730,2023-08-08,2023-08-08,1,Banditry,Katsina
