Identifier,Title,Start date,End date,Number of deaths
IBD027652,"Bandits vs Immigration Officers, Sokoto",28/07/2023,28/07/2023,2
IBD027646,"Cultist vs Man, Delta",28/07/2023,28/07/2023,2
IBD027655,"Kidnappers Kill 2, Plateau",27/07/2023,27/07/2023,2
IBD027685,"Soldiers vs Boko Haram, Borno",27/07/2023,27/07/2023,2
IBD027642,"Gunmen Behead Man, Delta",27/07/2023,27/07/2023,1
IBD027641,"Bandits Kill Muslim Leader, Kaduna",27/07/2023,27/07/2023,5
IBD027640,"Security Operatives Kill Two, Lagos",26/07/2023,26/07/2023,2
IBD027626,"Teenager Drowns, Delta",26/07/2023,26/07/2023,1
IBD027619,"Assailants vs Policeman, Borno",26/07/2023,26/07/2023,1
IBD027637,"Police vs Cultst, Rivers",26/07/2023,26/07/2023,1
IBD027639,"Army vs Bandits, Plateau",26/07/2023,26/07/2023,10
IBD027647,"Electrocution, Imo",26/07/2023,26/07/2023,1
IBD027638,"Dog vs Man, Kwara",26/07/2023,26/07/2023,1
IBD027625,"Security Operatives vs Protesters, Enugu",26/07/2023,26/07/2023,2
IBD027628,"ISWAP vs Herders, Borno",25/07/2023,25/07/2023,25
IBD027602,"Man vs Father, Plateau",25/07/2023,25/07/2023,1
IBD027629,"Bandits vs Soldiers, Zamfara",25/07/2023,25/07/2023,30
IBD027617,"Auto Crash, Cross River",25/07/2023,25/07/2023,1
IBD027618,"Auto Crash, Ogun",25/07/2023,25/07/2023,1
IBD027631,"NAF vs Bandits, Zamfara",25/07/2023,25/07/2023,20
IBD027630,"Gunmen vs Policemen, Abia",25/07/2023,25/07/2023,2
IBD027632,"Gunmen Attack, Bauchi",25/07/2023,25/07/2023,7
IBD027635,"Corpse Found, Edo",25/07/2023,25/07/2023,1
IBD027723,"Assailants vs Policeman, Bauchi",25/07/2023,25/07/2023,1
IBD027624,"Cult Killing, Anambra",25/07/2023,26/07/2023,2
IBD027607,"Auto Crash, Delta",24/07/2023,24/07/2023,1
IBD027612,"Female Corpses, Abia",24/07/2023,24/07/2023,2
IBD027621,"Security Operatives, Delta",24/07/2023,24/07/2023,1
IBD027623,"Soldiers vs Bandits, Zamfara",24/07/2023,24/07/2023,7
IBD027620,"Police vs Kidnappers, Kogi",24/07/2023,24/07/2023,2
IBD027633,"Yahoo Boy vs Landlord, Delta",24/07/2023,24/07/2023,1
IBD027616,"Police vs Kidnappers, Bauchi",23/07/2023,23/07/2023,2
IBD027604,"Communal Clash, Delta",23/07/2023,23/07/2023,2
IBD027610,"Bandits vs Vigilante, Nasarawa",23/07/2023,23/07/2023,2
IBD027606,"Cultists vs Police Inspector, Lagos",23/07/2023,23/07/2023,1
IBD027595,"Gunmen vs Policemen, Delta",23/07/2023,23/07/2023,2
IBD027622,"Auto Crash, Jigawa",23/07/2023,23/07/2023,8
IBD027603,"Auto Crash, Cross River",23/07/2023,23/07/2023,5
IBD027615,"Farmers vs Herders, Kogi",23/07/2023,23/07/2023,20
IBD027611,"Kidnappers Kill 2, Anambra",23/07/2023,23/07/2023,13
IBD027707,"Ritual Killing, Oyo",23/07/2023,23/07/2023,1
IBD027596,"Auto Crash, Ondo",23/07/2023,23/07/2023,1
IBD027614,"Police vs Kidnappers, Rivers",22/07/2023,22/07/2023,5
IBD027684,"Robber Kills Motorcyclist, Akwa Ibom",22/07/2023,22/07/2023,1
IBD027588,"Fence Collapsed, Lagos",22/07/2023,22/07/2023,2
IBD027597,"Auto Crash, Niger",22/07/2023,22/07/2023,2
IBD027605,"Mob vs Robber, Delta",22/07/2023,22/07/2023,1
IBD027666,"Assailants vs Man, Osun",22/07/2023,22/07/2023,1
IBD027586,"Auto Crash, Delta",22/07/2023,22/07/2023,1
IBD027601,"Tanker Fire, Ondo",22/07/2023,22/07/2023,15
IBD027599,"Gunmen vs Man, Katsina",22/07/2023,22/07/2023,1
IBD027667,"Man vs Police, Ondo",22/07/2023,22/07/2023,1
IBD027598,"Gunmen vs Pilgrims, Plateau",22/07/2023,22/07/2023,9
IBD027820,"Woman vs Neighbour, Kano",21/07/2023,21/07/2023,1
IBD027591,"Army vs Bandits, Zamfara",21/07/2023,21/07/2023,4
IBD027590,"Two Killed, Taraba",21/07/2023,21/07/2023,2
IBD027585,"Mentally Man vs Man, Ogun",21/07/2023,21/07/2023,2
IBD027608,"Banditry, Taraba",21/07/2023,21/07/2023,2
IBD027773,"IPOB/ESN vs Vigilante, Enugu",21/07/2023,21/07/2023,2
IBD027582,"NAF vs Terrorists, Borno",20/07/2023,20/07/2023,8
IBD027575,"Gunmen vs Teacher, Plateau",20/07/2023,20/07/2023,1
IBD027600,"Gunmen vs Herder, FCT (Abuja)",20/07/2023,20/07/2023,1
IBD027592,"Poisonous Drink, Ogun",20/07/2023,20/07/2023,2
IBD027581,"Auto Crash, Kogi",20/07/2023,20/07/2023,1
IBD027571,"Generator Fumes, Anambra",20/07/2023,20/07/2023,1
IBD027579,"Gunmen vs Vigilante, Imo",20/07/2023,20/07/2023,1
IBD027810,"Domestic Violence, Abia",19/07/2023,19/07/2023,1
IBD027574,"NAF vs Bandits, Katsina 1",19/07/2023,19/07/2023,11
IBD027578,"Bolt Driver, FCT (Abuja)",19/07/2023,19/07/2023,1
IBD027583,"NAF vs Bandits, Katsina 2",19/07/2023,19/07/2023,11
IBD027567,"Mysterious Death, Oyo",19/07/2023,19/07/2023,2
IBD027587,"Mob Lynch Suspected Thief, Delta",19/07/2023,19/07/2023,1
IBD027569,"Domestic Violence, Cross River",18/07/2023,18/07/2023,1
IBD027572,"Mob vs Tricycle Thief, Akwa Ibom",18/07/2023,18/07/2023,1
IBD027568,"Armed Robbers, Imo",18/07/2023,18/07/2023,3
IBD027570,"Gunmen Attack, Plateau",18/07/2023,18/07/2023,3
IBD027589,"Poisonous Drink, Ogun",18/07/2023,18/07/2023,6
IBD027562,"Security Operatives vs Gunmen, Delta",17/07/2023,17/07/2023,2
IBD027565,"Youth Dies in Police Custody, Anambra",17/07/2023,17/07/2023,2
IBD027547,"Gunmen Kill Traditional Ruler, Imo",17/07/2023,17/07/2023,1
IBD027558,"Gunmen Kill 6, Benue",16/07/2023,16/07/2023,6
IBD027545,"Auto Crash, Lagos",16/07/2023,16/07/2023,4
IBD027609,"Corps Found, Benue",16/07/2023,18/07/2023,1
IBD027557,"Man vs Mother, Ogun",16/07/2023,16/07/2023,1
IBD027580,"Army vs Boko Haram, Borno",16/07/2023,16/07/2023,6
IBD027564,"Gunmen vs Traditional Ruler, Imo",16/07/2023,16/07/2023,1
IBD027584,"Army vs Bandits, Niger",16/07/2023,16/07/2023,9
IBD027549,"Gunmen Kill Councillor, Enugu",16/07/2023,16/07/2023,1
IBD027573,"Hotel Guest, Anambra",15/07/2023,15/07/2023,1
IBD028386,"Auto Crash, Lagos",15/07/2023,15/07/2023,1
IBD027553,"Air Force vs ISWAP, Borno",15/07/2023,16/07/2023,12
IBD031999,"Boxer Dies, Lagos",15/07/2023,15/07/2023,1
IBD027593,"Land Dispute, Lagos",15/07/2023,15/07/2023,1
IBD027544,"Auto Crash, Lagos",15/07/2023,15/07/2023,1
IBD027555,"Houseboy vs Boss, Anambra",15/07/2023,15/07/2023,1
IBD027552,"Street Fight, Lagos",14/07/2023,14/07/2023,3
IBD027563,"Electrocution, Lagos",14/07/2023,14/07/2023,1
IBD027551,"Assailant vs Peacemaker, Lagos",14/07/2023,14/07/2023,1
IBD027554,"Auto Crash, Kebbi",13/07/2023,13/07/2023,1
IBD027534,"Kidnappers vs Businessman, Imo",13/07/2023,13/07/2023,1
IBD027561,"Domestic Violence/Ritual, Lagos",13/07/2023,13/07/2023,1
IBD027542,"Woman Drowns, Kwara",13/07/2023,13/07/2023,1
IBD027541,"Auto Crash, Kwara",13/07/2023,13/07/2023,10
IBD027559,"Hoodlums vs Woman, Abia",13/07/2023,13/07/2023,1
IBD027536,"NDLEA vs Boy, Delta",13/07/2023,13/07/2023,1
IBD027526,"Police vs Kidnappers, Anambra",12/07/2023,12/07/2023,2
IBD027530,"Lightening, Benue",12/07/2023,12/07/2023,3
IBD027540,"Domestic Violence, Abia",12/07/2023,12/07/2023,1
IBD027531,"Cultist vs Policeman, Delta",12/07/2023,12/07/2023,1
IBD027525,"Army vs Bandits, Plateau",11/07/2023,11/07/2023,3
IBD027529,"Police vs Gunmen, Ogun",11/07/2023,11/07/2023,2
IBD027532,"Businessman, Bauchi",11/07/2023,11/07/2023,1
IBD027520,"Auto Crash, Enugu",11/07/2023,11/07/2023,6
IBD027690,"Soldiers vs Bandits, Kaduna",11/07/2023,11/07/2023,2
IBD027518,"Police vs IPOB/ESN, Ebonyi",10/07/2023,11/07/2023,2
IBD027524,"Thunderstorm, Kwara",10/07/2023,10/07/2023,3
IBD027521,"Bandits vs Policemen, Zamfara",10/07/2023,10/07/2023,4
IBD027512,"Cult Clash, Edo",10/07/2023,10/07/2023,3
IBD027522,"Drown, FCT (Abuja)",10/07/2023,10/07/2023,1
IBD027947,"Lady Murdered, Lagos",10/07/2023,10/07/2023,1
IBD027560,"OPC Kills Man, Lagos",10/07/2023,10/07/2023,1
IBD028121,"Banditry, Kaduna",09/07/2023,09/07/2023,5
IBD027523,"Mob vs Man, Bayelsa",09/07/2023,09/07/2023,1
IBD027519,"Drug Addict vs Cleric, Lagos",09/07/2023,09/07/2023,1
IBD027515,"Gunmen vs Farmer, Nasarawa",09/07/2023,09/07/2023,1
IBD027506,"Auto Crash, Lagos",09/07/2023,09/07/2023,16
IBD027514,"Youths vs Phone Thief, Delta",09/07/2023,09/07/2023,1
IBD027508,"Cults vs Man, Edo",09/07/2023,09/07/2023,1
IBD027510,"Gunmen Attack, Plateau",09/07/2023,09/07/2023,8
IBD027503,"Electrocution, Delta",08/07/2023,08/07/2023,1
IBD027502,"Auto Crash, FCT (Abuja)",08/07/2023,08/07/2023,4
IBD027516,"Decomposed Body, Benue",08/07/2023,08/07/2023,1
IBD027499,"IPOB/ESN Kill 2, Imo",08/07/2023,08/07/2023,2
IBD027528,"Electrocution, Lagos",08/07/2023,08/07/2023,1
IBD027513,"Decomposed Body, FCT (Abuja)",08/07/2023,08/07/2023,1
IBD027501,"Gunmen Kill 23, Benue",08/07/2023,08/07/2023,25
IBD027493,"Immigration Officer vs Protester, Ogun",08/07/2023,08/07/2023,1
IBD027504,"Gunmen Attack, Plateau",08/07/2023,08/07/2023,11
IBD028611,"Mysterious Death, Anambra",08/07/2023,08/07/2023,1
IBD027539,"Woman vs Baby, Adamawa",08/07/2023,08/07/2023,1
IBD030066,"Cult Clash, Kwara",07/07/2023,07/07/2023,1
IBD027497,"Soldiers vs Bandits, Zamfara",07/07/2023,07/07/2023,4
IBD027498,"Police vs IPOB/ESN, Enugu",07/07/2023,07/07/2023,4
IBD027505,"Inferno, Adamawa",07/07/2023,08/07/2023,3
IBD027507,"Bike Thief, FCT (Abuja)",07/07/2023,07/07/2023,1
IBD027509,"Cult Killing, Lagos",07/07/2023,08/07/2023,1
IBD027496,"Gunmen Attack, Plateau",06/07/2023,06/07/2023,5
IBD027492,"Police vs Cultists/Kidnappers, Rivers",06/07/2023,06/07/2023,6
IBD027535,"Alcohol Competition, Delta",06/07/2023,06/07/2023,1
IBD027479,"Pregnant Woman, Nasarawa",05/07/2023,05/07/2023,1
IBD027500,"Fulani Gunmen Attack, Plateau",05/07/2023,05/07/2023,4
IBD027491,"Native Doctor Kill Woman, Kwara",05/07/2023,05/07/2023,1
IBD027494,"Wife vs Husband, Bauchi",05/07/2023,05/07/2023,1
IBD027486,"ISWAP vs Boko Haram, Borno",05/07/2023,05/07/2023,40
IBD027483,"Cult Killing, Lagos",05/07/2023,05/07/2023,4
IBD027482,"Gunmen Attack, Plateau",05/07/2023,05/07/2023,2
IBD027478,"WAEC Student, Ondo",05/07/2023,05/07/2023,1
IBD027457,"Policeman, Kano",04/07/2023,04/07/2023,1
IBD027489,"Army vs Terrorists Commander, Borno",04/07/2023,04/07/2023,1
IBD027485,"Hoodlums Kill Man, Ogun",04/07/2023,04/07/2023,1
IBD027538,"Husband vs Wife, Plateau",04/07/2023,05/07/2023,1
IBD027517,"Wife vs Husband, Oyo",04/07/2023,04/07/2023,1
IBD027481,"Herders vs Farmer, Benue",04/07/2023,04/07/2023,1
IBD027470,"Mob vs Robbers, Anambra",03/07/2023,03/07/2023,2
IBD027467,"Gunmen vs Guard, Benue",03/07/2023,03/07/2023,1
IBD027477,"Flood Disaster, Katsina",03/07/2023,03/07/2023,2
IBD027469,"Gunmen Attack, Taraba",02/07/2023,02/07/2023,3
IBD027468,"Butcher, Oyo",02/07/2023,02/07/2023,1
IBD027471,"Thunderstorm, Kebbi",02/07/2023,02/07/2023,3
IBD027466,"Woman vs Policewoman, Anambra",02/07/2023,02/07/2023,3
IBD027458,"Security Operatives Kill Pastor, Ogun",01/07/2023,01/07/2023,2
IBD027462,"Gunmen Kill Vigilante, Kogi",01/07/2023,01/07/2023,1
IBD027460,"Gunmen Attack, Plateau",01/07/2023,01/07/2023,3
IBD027456,"Man Stabs Boy, Lagos",01/07/2023,01/07/2023,1
IBD027453,"Communal Clash, Taraba",01/07/2023,01/07/2023,36
IBD027480,"Kidnappers Kill Woman, delta",01/07/2023,01/07/2023,1
IBD027450,"Auto Crash, Anambra",01/07/2023,01/07/2023,10
IBD027594,"Husband vs Wife Lover, Adamawa",30/06/2023,30/06/2023,1
IBD027464,"Cult Attack, Anambra",30/06/2023,01/07/2023,17
IBD027448,"Gunmen Kill 1, Benue",30/06/2023,30/06/2023,1
IBD027463,"Boko Haram Attack, Borno",30/06/2023,30/06/2023,6
IBD027537,"Cult Clash, Anambra",30/06/2023,30/06/2023,2
IBD027444,"Auto Crash, Delta",30/06/2023,30/06/2023,2
IBD027465,"Police vs Kidnappers, Ebonyi",30/06/2023,30/06/2023,2
IBD027452,"Gunmen vs Motorcyclist, Osun",30/06/2023,30/06/2023,1
IBD027447,"Auto Crash, Ogun",30/06/2023,30/06/2023,3
IBD027451,"Auto Crash, Osun",30/06/2023,30/06/2023,1
IBD027435,"Customs Officers vs Man, Oyo",29/06/2023,29/06/2023,1
IBD027425,"Auto Crash, Edo",29/06/2023,29/06/2023,12
IBD027446,"Witchcraft, Cross River",29/06/2023,29/06/2023,2
IBD027439,"Mob vs Thieves, Nasarawa",29/06/2023,29/06/2023,2
IBD027461,"Student Drowns, Edo",29/06/2023,29/06/2023,1
IBD027459,"Soldiers vs Vigilante, Enugu",29/06/2023,29/06/2023,2
IBD027455,"Bandits Kill Woman, Niger",28/06/2023,28/06/2023,6
IBD027436,"Domestic Violence, Kebbi",28/06/2023,28/06/2023,1
IBD027441,"Domestic Violence/Sorcery, Delta",28/06/2023,28/06/2023,2
IBD027543,"Cult Killing, Lagos",28/06/2023,28/06/2023,1
IBD027495,"Cult Clash, Edo",28/06/2023,28/06/2023,4
IBD027472,"Gunmen vs Vigilantes, Zamfara",28/06/2023,28/06/2023,5
IBD027449,"Auto Crash, Osun",28/06/2023,28/06/2023,2
IBD027433,"Cultists vs Student, Akwa Ibom",27/06/2023,27/06/2023,1
IBD027474,"Domestic Violence, Borno",27/06/2023,27/06/2023,1
IBD027427,"Gunmen Attack, Plateau",27/06/2023,27/06/2023,2
IBD027437,"Police vs Terrorists, Katsina",27/06/2023,27/06/2023,2
IBD027438,"Student Drowns, Delta",27/06/2023,27/06/2023,1
IBD027533,"Rape Victim, Ogun",27/06/2023,27/06/2023,1
IBD027429,"Security Operatives vs Thug, Oyo",27/06/2023,27/06/2023,1
IBD027440,"Gunmen vs Villager, Bauchi",26/06/2023,26/06/2023,1
IBD027412,"Auto Crash, Oyo",26/06/2023,26/06/2023,1
IBD027423,"Thugs vs Naval Officer, Ondo",26/06/2023,26/06/2023,1
IBD027422,"Army vs ISWAP, Borno",26/06/2023,26/06/2023,40
IBD027428,"Boko Haram vs Farmers, Borno",26/06/2023,26/06/2023,7
IBD027421,"Gunmen Attack, Plateau",26/06/2023,26/06/2023,5
IBD027408,"Flood Incident, Edo",26/06/2023,26/06/2023,1
IBD027408,"Flood Incident, Edo",26/06/2023,26/06/2023,1
IBD027473,"Domestic Violence, Ekiti",26/06/2023,26/06/2023,3
IBD027421,"Gunmen Attack, Plateau",26/06/2023,26/06/2023,5
IBD027423,"Thugs vs Naval Officer, Ondo",26/06/2023,26/06/2023,1
IBD027413,"Auto Crash, Ogun",26/06/2023,26/06/2023,1
IBD027428,"Boko Haram vs Farmers, Borno",26/06/2023,26/06/2023,7
IBD029691,"Gas Explosion, Lagos",25/06/2023,25/06/2023,3
IBD027414,"Boat Mishap, Akwa Ibom",25/06/2023,25/06/2023,10
IBD027417,"Auto Crash, Kogi",25/06/2023,25/06/2023,2
IBD027426,"Banditry, Katsina",25/06/2023,25/06/2023,1
IBD027394,"Blasphemy, Sokoto",25/06/2023,25/06/2023,1
IBD027404,"Gunmen Kill 2, Imo",25/06/2023,25/06/2023,2
IBD027399,"Police vs Kidnapers, Abia",25/06/2023,25/06/2023,3
IBD027410,"Auto Crash, Oyo",25/06/2023,25/06/2023,6
IBD027393,"Auto Crash, Kogi",25/06/2023,25/06/2023,2
IBD027406,"Herdsmen vs Farmer, Benue",25/06/2023,25/06/2023,1
IBD027546,"Auto Crash, Ogun",24/06/2023,24/06/2023,1
IBD027402,"Assailants vs Naval Rating, Lagos",24/06/2023,24/06/2023,1
IBD027415,"Boat Mishap, Delta",24/06/2023,24/06/2023,10
IBD027419,"Auto Crash/Sorcery, Kwara",24/06/2023,24/06/2023,1
IBD027443,"Police vs Armed Robbers, Gombe",24/06/2023,24/06/2023,1
IBD027401,"Auto Crash, Ogun",24/06/2023,24/06/2023,1
IBD027416,"Herdsmen vs Farmer, Kogi",24/06/2023,24/06/2023,1
IBD027388,"Boat Mishap, Cross River",24/06/2023,24/06/2023,4
IBD027390,"Boat Mishap, Delta",24/06/2023,24/06/2023,6
IBD027397,"Cult Killing, Rivers",23/06/2023,23/06/2023,2
IBD027376,"Auto Crash, Lagos",23/06/2023,23/06/2023,1
IBD027396,"Police vs Kidnappers, Delta",23/06/2023,23/06/2023,1
IBD027385,"Gunmen vs Security Operative, Enugu",23/06/2023,23/06/2023,1
IBD027381,"Flood Disaster, FCT (Abuja)",23/06/2023,23/06/2023,1
IBD027391,"ISWAP vs Boko Haram, Borno",23/06/2023,23/06/2023,40
IBD027389,"Gunmen vs Miners, Plateau",23/06/2023,23/06/2023,3
IBD027387,"Hoodlums vs Chief, Kwara",23/06/2023,23/06/2023,1
IBD027392,"Twin Sisters vs Brother, Cross River",23/06/2023,23/06/2023,1
IBD027488,"Army vs Terrorists, Borno",22/06/2023,22/06/2023,5
IBD027379,"Boko Haram Attack, Borno",22/06/2023,22/06/2023,8
IBD027411,"Kidnappers vs Lawyer, Ondo",22/06/2023,22/06/2023,1
IBD027372,"Bandits vs Farmers, Kaduna",22/06/2023,22/06/2023,3
IBD027373,"Police vs Armed Robber, Kogi",22/06/2023,22/06/2023,1
IBD027382,"Police vs Armed Robbers, Delta",22/06/2023,22/06/2023,3
IBD027484,"Army vs Terrorists, Borno",22/06/2023,26/06/2023,27
IBD027409,"Army vs ISWAP, Borno",22/06/2023,22/06/2023,6
IBD027365,"Gunmen vs Forest Guard, Ondo",21/06/2023,21/06/2023,1
IBD027420,"Cultism, Lagos",21/06/2023,21/06/2023,1
IBD027556,"Domestic Violence, Delta",21/06/2023,21/06/2023,1
IBD027364,"Banditry, Plateau",21/06/2023,21/06/2023,14
IBD027377,"Domestic Violence, Edo",21/06/2023,21/06/2023,1
IBD027398,"Cult Killing, Ogun",20/06/2023,23/06/2023,1
IBD027363,"Mob vs Thief, Abia",20/06/2023,20/06/2023,1
IBD027366,"Banditry, Plateau",20/06/2023,20/06/2023,7
IBD027407,"Flood Disaster, Ondo",20/06/2023,23/06/2023,2
IBD027370,"Domestic Violence, Adamawa",20/06/2023,20/06/2023,1
IBD027367,"Company Negligence, FCT (Abuja)",20/06/2023,20/06/2023,1
IBD027418,"Cultism, Lagos",20/06/2023,20/06/2023,1
IBD027383,"Employer vs Hotel Worker, Rivers",20/06/2023,20/06/2023,1
IBD027362,"Vigilante vs Man, Rivers",19/06/2023,19/06/2023,1
IBD027356,"Vigilante vs Gunmen, Anambra",19/06/2023,19/06/2023,3
IBD027360,"Building Collapse, Niger",19/06/2023,19/06/2023,1
IBD027368,"Security Operatives vs Community, Plateau",19/06/2023,19/06/2023,1
IBD027361,"Inside The Well, Kwara",19/06/2023,19/06/2023,1
IBD027369,"Gunmen Attack, Plateau",19/06/2023,19/06/2023,3
IBD027357,"Gunmen Killing, Ebonyi",18/06/2023,18/06/2023,2
IBD027355,"Police vs Kidnapper, Delta",18/06/2023,18/06/2023,1
IBD027487,"Spiritual Deliverance, Lagos",18/06/2023,18/06/2023,2
IBD027359,"Cult Killing, Delta",18/06/2023,18/06/2023,4
IBD027354,"Bandits Kill 6, Plateau",18/06/2023,18/06/2023,6
IBD027346,"Communal Clash, Plateau",18/06/2023,18/06/2023,2
IBD027348,"Security Operatives vs Bandits, Katsina",17/06/2023,17/06/2023,5
IBD027340,"Auto Crash, Ogun",17/06/2023,17/06/2023,2
IBD027338,"Gunmen Kill 8, Plateau",17/06/2023,18/06/2023,13
IBD027335,"Auto Crash, Delta",17/06/2023,17/06/2023,3
IBD027352,"Gunmen Kill 10, Rivers",17/06/2023,17/06/2023,10
IBD027347,"Found Dead, Kwara",17/06/2023,17/06/2023,1
IBD027336,"Auto Crash, Oyo",17/06/2023,17/06/2023,5
IBD027343,"Bandits Kill 5, Kaduna",17/06/2023,17/06/2023,5
IBD027386,"Rape Victim, Ebonyi",17/06/2023,17/06/2023,1
IBD028158,"Security Man Kill Girlfriend, Lagos",17/06/2023,17/06/2023,1
IBD027341,"Auto Crash, Imo",16/06/2023,16/06/2023,6
IBD027344,"Gunmen vs Police, Imo",16/06/2023,16/06/2023,1
IBD027350,"Man vs Lover, Delta",16/06/2023,16/06/2023,1
IBD027339,"Boko Harm vs Farmers, Borno",16/06/2023,16/06/2023,9
IBD027351,"Army vs ISWAP, Borno",16/06/2023,16/06/2023,42
IBD027353,"Cultist vs Student, Taraba",16/06/2023,16/06/2023,1
IBD027333,"Assailants vs Student, Oyo",16/06/2023,16/06/2023,1
IBD027454,"Man vs Son, Akwa Ibom",16/06/2023,16/06/2023,1
IBD027329,"Police vs Kidnappers, Rivers",16/06/2023,16/06/2023,3
IBD027323,"Building Collapse, Kano",16/06/2023,16/06/2023,1
IBD027332,"Sex Romp, Rivers",16/06/2023,16/06/2023,1
IBD029707,"Ritual Killing, Ondo",15/06/2023,15/06/2023,1
IBD027334,"Boko Haram Attack, Borno",15/06/2023,15/06/2023,15
IBD027320,"Electrocution, Kogi",15/06/2023,15/06/2023,1
IBD027345,"Auto Crash, Enugu",15/06/2023,15/06/2023,3
IBD027358,"Medical Negligence, Delta",15/06/2023,15/06/2023,1
IBD027349,"Flooding, Lagos",15/06/2023,15/06/2023,8
IBD028435,"Flood Disaster, Gombe",15/06/2023,15/06/2023,2
IBD027325,"Police vs Bandits, Katsina",14/06/2023,14/06/2023,1
IBD027322,"Man Killed, Delta",14/06/2023,14/06/2023,1
IBD027319,"Kidnappers vs Man, Ondo",14/06/2023,14/06/2023,1
IBD027318,"Kidnappers vs Vigilantes, Kwara",13/06/2023,13/06/2023,1
IBD027331,"Communal Clash, Benue",13/06/2023,13/06/2023,14
IBD027317,"Thunder Strike, Niger",13/06/2023,13/06/2023,1
IBD027302,"Cultism, Lagos",13/06/2023,13/06/2023,1
IBD027342,"Sex Romp, Imo",13/06/2023,13/06/2023,1
IBD027316,"Kidnapper, Bauchi",13/06/2023,13/06/2023,1
IBD027314,"Police vs Robbers, Rivers",13/06/2023,13/06/2023,4
IBD027307,"Electrocution, Lagos",12/06/2023,12/06/2023,1
IBD027337,"Gunmen Kill Man, Ondo",12/06/2023,12/06/2023,1
IBD027312,"Communal Clash, Benue",12/06/2023,12/06/2023,1
IBD027300,"Auto Crash, Delta",12/06/2023,12/06/2023,3
IBD027310,"Boat Mishap, Kwara",12/06/2023,12/06/2023,104
IBD027296,"Police vs Kidnapper, Delta",12/06/2023,12/06/2023,1
IBD027305,"Bandit vs Doctor, Zamfara",12/06/2023,12/06/2023,1
IBD027293,"Auto Crash, Delta",12/06/2023,12/06/2023,4
IBD027295,"Witchcraft, Adamawa",11/06/2023,11/06/2023,2
IBD027291,"Auto Crash, kogi",11/06/2023,11/06/2023,6
IBD027311,"Man Drowns, Enugu",11/06/2023,11/06/2023,1
IBD027306,"Assailants vs School Teacher, Lagos",11/06/2023,11/06/2023,1
IBD027301,"Gunmen vs Herders, Plateau",11/06/2023,11/06/2023,2
IBD027309,"Gunmen Kill 1, Bauchi",11/06/2023,11/06/2023,1
IBD027303,"Herdsmen Attack, Plateau",11/06/2023,11/06/2023,20
IBD030087,"Gunmen Kill Man, Ebonyi",11/06/2023,11/06/2023,1
IBD027304,"Communal Clash, Benue",11/06/2023,11/06/2023,1
IBD027290,"Auto Crash, Ondo",10/06/2023,10/06/2023,6
IBD027378,"Found Dead, FCT (Abuja)",10/06/2023,10/06/2023,2
IBD027292,"Boat Mishap, Ondo",10/06/2023,10/06/2023,5
IBD027313,"Communal Clash, Benue",09/06/2023,09/06/2023,5
IBD027286,"Electrocution, Delta",09/06/2023,09/06/2023,1
IBD027299,"Army vs Boko Haram, Borno",09/06/2023,11/06/2023,100
IBD027281,"Corpse Found, Imo",09/06/2023,09/06/2023,1
IBD027285,"Army vs Bandits, Kaduna",09/06/2023,09/06/2023,6
IBD027287,"Bandits vs Farmers, Niger",09/06/2023,10/06/2023,34
IBD027297,"Gunmen Attack, Bauchi",09/06/2023,09/06/2023,1
IBD027289,"Land Grabbing, Ogun",09/06/2023,09/06/2023,3
IBD027324,"Army vs Bandits, Kaduna",08/06/2023,08/06/2023,3
IBD027321,"Army vs Bandits, Zamfara",08/06/2023,15/06/2023,3
IBD027326,"Man vs Relative, Enugu",08/06/2023,08/06/2023,1
IBD027384,"Corps Found, Rivers",08/06/2023,08/06/2023,1
IBD027371,"Teenager vs Friend, Ekiti",08/06/2023,08/06/2023,1
IBD027276,"Task Force vs Tricyclist, Rivers",08/06/2023,08/06/2023,1
IBD027283,"Auto Crash, Delta",08/06/2023,08/06/2023,1
IBD028308,"Domestic Violence, Enugu",08/06/2023,08/06/2023,1
IBD027273,"Domestic Violence, Kogi",07/06/2023,07/06/2023,1
IBD027315,"Man Killed, Yobe",07/06/2023,07/06/2023,1
IBD027277,"Kidnappers vs Priest, Edo",07/06/2023,07/06/2023,1
IBD027268,"Ritual Killing, Anambra",07/06/2023,07/06/2023,2
IBD027272,"Bandits vs Trader, Abia",07/06/2023,07/06/2023,1
IBD027278,"Police vs Cultists, Rivers",07/06/2023,07/06/2023,3
IBD027294,"Gunmen vs Businessman, Enugu",07/06/2023,07/06/2023,1
IBD027279,"Vigilante vs Man, Rivers",07/06/2023,07/06/2023,1
